Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
CITROEN,BERLINGO,15900.0,PICHINCHA,2021,100000,MANUAL,MECANICA,1600,4x4,BLANCO,DIESEL,
CITROEN,C3,18900.0,PICHINCHA,2024,16000,AUTOMATICA,ASISTIDA,1200,4x2,PLOMO,GASOLINA,
CITROEN,C3 SHINE,15990.0,PICHINCHA,2019,80300,MANUAL,HIDRAULICA,1600,4x2,PLOMO,DIESEL,
CITROEN,C3 SHINE,16400.0,AZUAY,2020,71551,MANUAL,HIDRAULICA,1600,4x2,NARANJA,DIESEL,
CITROEN,C3 SHINE,15900.0,IMBABURA,2020,85000,MANUAL,ASISTIDA,1600,4x2,BLANCO,DIESEL,
CITROEN,C3 SHINE,16400.0,PICHINCHA,2020,18000,AUTOMATICA,ELECTRONICA,1600,4x2,NEGRO,GASOLINA,
CITROEN,C5 AIRCROSS,25000.0,IMBABURA,2020,49200,AUTOMATICA,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
CITROEN,C5 AIRCROSS,27000.0,SANTO DOMINGO DE LOS TSACHILAS,2020,76560,AUTOMATICA,ASISTIDA,1600,4x4,PLOMO,GASOLINA,
CHEVROLET,D-MAX,24300.0,PICHINCHA,2022,49000,MANUAL,HIDRAULICA,2500,4x2,BLANCO,DIESEL,
CITROEN,C4,25900.0,PICHINCHA,2023,10000,AUTOMATICA,ELECTRONICA,1200,4x2,NEGRO,GASOLINA,
CITROEN,C4,25900.0,PICHINCHA,2024,10000,AUTOMATICA,ELECTRONICA,1200,4x2,NEGRO,GASOLINA,
CHEVROLET,D-MAX,23000.0,COTOPAXI,2018,69000,MANUAL,HIDRAULICA,2500,4x2,PLOMO,DIESEL,
CHEVROLET,D-MAX,20500.0,PICHINCHA,2018,116000,CVT,ELECTRONICA,1206,4x2,NARANJA,HIBRIDO,
CITROEN,SPACETOURER,22900.0,PICHINCHA,2020,159000,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,DIESEL,
CITROEN,SPACETOURER,22900.0,PICHINCHA,2020,159000,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,DIESEL,
CITROEN,C5 AIRCROSS,22900.0,PICHINCHA,2020,36000,AUTOMATICA,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
CITROEN,C5 AIRCROSS,22900.0,PICHINCHA,2020,36000,AUTOMATICA,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
CITROEN,C3 AIRCROSS,24000.0,PICHINCHA,2022,33000,MANUAL,ASISTIDA,1600,4x2,BLANCO,DIESEL,
CITROEN,C3 AIRCROSS,22300.0,PICHINCHA,2023,19479,MANUAL,HIDRAULICA,1600,4x2,BLANCO,DIESEL,
CHEVROLET,D-MAX,36800.0,PICHINCHA,2024,37473,MANUAL,HIDRAULICA,2500,4x4,PLOMO,DIESEL,
CHEVROLET,D-MAX,29400.0,PICHINCHA,2018,176000,MANUAL,MECANICA,3000,4x4,PLOMO,DIESEL,
CHEVROLET,D-MAX,29900.0,PICHINCHA,2022,77000,MANUAL,HIDRAULICA,2500,4x4,BLANCO,DIESEL,
CHEVROLET,D-MAX  HIGH COUNTRY,33900.0,PICHINCHA,2018,90000,MANUAL,HIDRAULICA,3000,4x4,BLANCO,DIESEL,
CHEVROLET,D-MAX,28500.0,PICHINCHA,2022,108000,MANUAL,HIDRAULICA,2500,4x4,BLANCO,DIESEL,
CHERY,QQ3,4900.0,COTOPAXI,2011,242000,4G MATIC,MECANICA,2488,4x2,CREMA,HIBRIDO,
CHEVROLET,DMAX CRDI PREMIER,25000.0,PICHINCHA,2021,95000,MANUAL,HIDRAULICA,2000,4x4,PLOMO,GASOLINA,
CHERY,TIGGO 8 PRO,29000.0,EL ORO,2023,17000,CVT,HIDRAULICA,1995,AWD,PLOMO,GASOLINA,
CITROEN,DS4,37900.0,PICHINCHA,2024,17500,AUTOMATICA,ASISTIDA,1600,4x2,PLOMO,GASOLINA,
CHEVROLET,SILVERADO,45000.0,COTOPAXI,2022,18000,AUTOMATICA,ELECTRONICA,5300,4x2,CELESTE,GASOLINA,
CHANGAN,CS55 PLUS,23500.0,PICHINCHA,2024,26000,AUTOMATICA,HIDRAULICA,1500,4x2,NEGRO,GASOLINA,
CHANGAN,CS55 PLUS,23400.0,PICHINCHA,2024,25000,AUTOMATICA,HIDRAULICA,1500,4x2,NEGRO,GASOLINA,
CHEVROLET,SILVERADO,5000.0,MANABI,2000,415000,AUTOMATICA,HIDRAULICA,2500,4x2,ROJO,GASOLINA,
CHEVROLET,SILVERADO,7490.0,PICHINCHA,2002,305000,AUTOMATICA,HIDRAULICA,5300,4x2,NEGRO,GASOLINA,
CHEVROLET,AVEO FAMILY,6990.0,PICHINCHA,2012,117415,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHANGAN,CS55 PLUS,23400.0,PICHINCHA,2024,24000,AUTOMATICA,MECANICA,1500,4x2,PLOMO,GASOLINA,
CHANGAN,CS55 PLUS,24200.0,PICHINCHA,2023,18000,AUTOMATICA,HIDRAULICA,1500,4x2,NEGRO,GASOLINA,
CHANGAN,CS55 PLUS,24300.0,PICHINCHA,2023,15000,AUTOMATICA,ASISTIDA,1949,4x2,ROSADO,GASOLINA,
CHEVROLET,SILVERADO,41200.0,CANAR,2022,35000,AUTOMATICA,HIDRAULICA,4300,4x2,NEGRO,GASOLINA,
CHEVROLET,D-MAX,31900.0,PICHINCHA,2022,57000,MANUAL,HIDRAULICA,2500,4x4,NEGRO,DIESEL,
CHANGAN,CS 55 LUXURY,24200.0,PICHINCHA,2023,18000,AUTOMATICA,ASISTIDA,1500,4x2,AZUL,GASOLINA,
CHANGAN,HUNTER,18900.0,EL ORO,2022,75511,MANUAL,HIDRAULICA,2378,4x2,BLANCO,GASOLINA,
CHEVROLET,CORSA,5900.0,MANABI,2001,425763,MANUAL,MECANICA,1100,4x2,AZUL,GASOLINA,
CHEVROLET,CORSA,6990.0,PICHINCHA,2002,319556,MANUAL,HIDRAULICA,1400,4x2,VERDE,GASOLINA,
CHEVROLET,CORSA EVOLUTION,3490.0,GUAYAS,2004,317655,MANUAL,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,
CHEVROLET,CORSA EVOLUTION,5900.0,IMBABURA,2004,200000,MANUAL,HIDRAULICA,1800,4x4,PLOMO,GASOLINA,
CITROEN,C3 SX,6990.0,IMBABURA,2008,129269,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
CITROEN,C3 SX,5990.0,IMBABURA,2008,130000,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
CITROEN,C3 SX,6900.0,IMBABURA,2008,130000,MANUAL,ASISTIDA,1400,4x4,PLOMO,GASOLINA,
CITROEN,C3 SHINE,16400.0,PICHINCHA,2020,18000,AUTOMATICA,ELECTRONICA,1600,4x2,NEGRO,GASOLINA,
CITROEN,C3 FEEL,16200.0,PICHINCHA,2019,73000,4G MATIC,HIDRAULICA,1600,4x2,ROJO,DIESEL,
CITROEN,C3,15900.0,PICHINCHA,2019,65000,AUTOMATICA,ELECTRONICA,1600,4x2,AZUL,GASOLINA,
CHANGAN,ALSVIN,13300.0,PICHINCHA,2024,10000,MANUAL,HIDRAULICA,1400,4x2,ROJO,GASOLINA,
CHEVROLET,SPARK,5990.0,GALAPAGOS,2007,200000,4G MATIC,HIDRAULICA,2008,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK ACTIVO,5990.0,PICHINCHA,2008,150112,MANUAL,MECANICA,1000,4x2,AZUL,GASOLINA,
CHEVROLET,SPARK ACTIVO,6900.0,PICHINCHA,2010,187000,MANUAL,HIDRAULICA,1000,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK,6500.0,PICHINCHA,2011,116000,MANUAL,MECANICA,1000,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK,6990.0,PICHINCHA,2012,85264,MANUAL,HIDRAULICA,1000,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK,6800.0,IMBABURA,2013,130000,MANUAL,MECANICA,1000,4x2,NEGRO,GASOLINA,
CHEVROLET,LUV CD,6990.0,PICHINCHA,2001,331384,MANUAL,HIDRAULICA,3200,4x2,PLOMO,GASOLINA,
CHANGAN,ALSVIN,12900.0,PICHINCHA,2024,74000,MANUAL,MECANICA,1400,4x2,PLOMO,GASOLINA,
DODGE,RAM 1500,42900.0,PICHINCHA,2019,49000,AUTOMATICA,HIDRAULICA,3600,4x4,PLOMO,GASOLINA,
DFSK,C37,6900.0,PICHINCHA,2014,460000,MANUAL,ASISTIDA,1400,4x2,PLOMO,GASOLINA,
DODGE,CHALLENGER,45000.0,MANABI,2023,18000,AUTOMATICA,ELECTRONICA,3600,4x2,AMARILLO,GASOLINA,
CHANGAN,ALSVIN,11900.0,PICHINCHA,2024,49000,MANUAL,ASISTIDA,1400,4x2,ROJO,GASOLINA,
CHEVROLET,SPARK LIFE,7900.0,PICHINCHA,2019,116640,MANUAL,HIDRAULICA,1000,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK LIFE,9100.0,PICHINCHA,2019,84363,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK,9100.0,PICHINCHA,2019,84363,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
CHEVROLET,MONTANA RS,26900.0,IMBABURA,2024,21900,MULTITRONIC,MECANICA,1991,4x2,PLOMO,DIESEL,
CHEVROLET,MONTANA RS,25900.0,PICHINCHA,2024,12500,AUTOMATICA,HIDRAULICA,1200,4x2,ROJO,GASOLINA,
CHEVROLET,SUPER CARRY,5200.0,PICHINCHA,2005,480624,MANUAL,MECANICA,1200,4x2,BLANCO,GASOLINA,
CHEVROLET,SUPER CARRY,5990.0,PICHINCHA,2009,72000,MANUAL,ASISTIDA,1296,4x2,BLANCO,GASOLINA,
CHEVROLET,LUV CD,9000.0,PICHINCHA,2003,179000,MANUAL,HIDRAULICA,2200,4x2,BLANCO,GASOLINA,
CHEVROLET,LUV DMAX CD,9990.0,AZUAY,2005,300000,SECUENCIAL,HIDRAULICA,2200,AWD,AMARILLO,HIBRIDO,
CHEVROLET,GROOVE LTZ,17900.0,PICHINCHA,2024,25500,MANUAL,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,
CHEVROLET,GROOVE PREMIER,19990.0,PICHINCHA,2022,49498,MANUAL,ASISTIDA,1500,4x2,BLANCO,GASOLINA,
DONGFENG,MINI BUS,5500.0,PICHINCHA,2012,109000,MANUAL,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
CITROEN,XSARA PICASO,7500.0,PICHINCHA,2008,180000,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
CHEVROLET,GROOVE PREMIER,19400.0,IMBABURA,2022,50000,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHEVROLET,AVEO EMOTION GLS,8900.0,PICHINCHA,2009,167000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
CHEVROLET,AVEO EMOTION,8900.0,PICHINCHA,2009,167000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
CHEVROLET,AVEO EMOTION,12900.0,PICHINCHA,2016,129000,MANUAL,HIDRAULICA,1598,4x2,NEGRO,GASOLINA,
CHEVROLET,AVEO EMOTION ADVANCE,12900.0,PICHINCHA,2017,183795,MANUAL,HIDRAULICA,1598,4x2,PLOMO,GASOLINA,
CHEVROLET,CAMARO,45900.0,IMBABURA,2016,49000,MANUAL,ASISTIDA,2000,4x2,PLOMO,GASOLINA,
CHEVROLET,TRACKER,19500.0,PICHINCHA,2023,13500,MANUAL,ASISTIDA,1200,4x2,BLANCO,GASOLINA,
CHEVROLET,LUV D-MAX,8900.0,PICHINCHA,2008,375306,MANUAL,HIDRAULICA,2400,4x2,BLANCO,GASOLINA,
CHEVROLET,TRACKER,18300.0,PICHINCHA,2023,14959,MANUAL,ASISTIDA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK,10500.0,IMBABURA,2019,69000,MANUAL,ELECTRONICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK,10500.0,PICHINCHA,2020,92000,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK,11400.0,PICHINCHA,2020,62500,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,AVEO FAMILY,8200.0,SANTO DOMINGO DE LOS TSACHILAS,2014,201000,SPEEDTRONIC,ELECTRONICA,3000,AWD,ROSADO,ELECTRICO,
CHEVROLET,GRAND VITARA 5P 4X2,8800.0,PICHINCHA,2009,140000,MANUAL,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,9800.0,PICHINCHA,2010,144000,AUTOMATICA,HIDRAULICA,2000,4x2,CREMA,GASOLINA,
CHEVROLET,TRACKER LT,14800.0,PICHINCHA,2018,98000,AUTOMATICA,HIDRAULICA,1800,4x2,ROJO,GASOLINA,
CHEVROLET,TRACKER LS,14900.0,SANTO DOMINGO DE LOS TSACHILAS,2019,144000,MANUAL,ASISTIDA,2000,AWD,NARANJA,GASOLINA,
CHEVROLET,TRAILBLAZER,8900.0,PICHINCHA,2002,226000,AUTOMATICA,ASISTIDA,4200,4x4,CAFE,GASOLINA,
CHEVROLET,TRACKER,11400.0,GUAYAS,2018,93000,MANUAL,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 5,9990.0,PICHINCHA,2020,65000,MANUAL,HIDRAULICA,2000,4x2,CREMA,GASOLINA,
CHERY,TIGGO 5,9990.0,PICHINCHA,2020,64000,MANUAL,ASISTIDA,2000,4x2,CAFE,GASOLINA,
CHEVROLET,JOY BLACK,11990.0,PICHINCHA,2023,39173,MANUAL,HIDRAULICA,1400,4x2,NEGRO,GASOLINA,
CHERY,TIGGO 4,8990.0,ESMERALDAS,2017,118000,CVT,ELECTRONICA,1100,4x4,VERDE,DIESEL,
CHEVROLET,AVEO FAMILY,8900.0,PICHINCHA,2019,200000,MANUAL,ELECTRONICA,1500,4x2,AMARILLO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,9900.0,TUNGURAHUA,2010,174000,SPEEDTRONIC,HIDRAULICA,1488,4x2,MORADO,DIESEL,
CHEVROLET,SAIL,12800.0,PICHINCHA,2022,58000,MANUAL,HIDRAULICA,1500,4x2,VINO,GASOLINA,
CHEVROLET,TRACKER LT,13950.0,PICHINCHA,2018,81236,MANUAL,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,
CHEVROLET,TRAILBLAZER,22900.0,TUNGURAHUA,2013,220000,AUTOMATICA,ELECTRONICA,2800,4x4,CAFE,DIESEL,
CHERY,ARRIZO 3,9900.0,PICHINCHA,2022,30000,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHERY,ARRIZO 3,9900.0,PICHINCHA,2022,56489,MANUAL,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,
CHERY,ARRIZO 3,9900.0,PICHINCHA,2022,75868,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHEVROLET,LUV DMAX CS,17900.0,PICHINCHA,2015,144000,MANUAL,HIDRAULICA,2400,4x2,ROJO,GASOLINA,
CHEVROLET,LUV D-MAX TM,11900.0,PICHINCHA,2011,314500,MANUAL,HIDRAULICA,2400,4x2,VINO,GASOLINA,
CHEVROLET,LUV D-MAX TM,10500.0,PICHINCHA,2007,99000,MANUAL,HIDRAULICA,2400,4x2,ROJO,GASOLINA,
CHEVROLET,D-MAX CRDI,23500.0,PICHINCHA,2017,140000,MANUAL,HIDRAULICA,3000,4x2,BLANCO,DIESEL,
CHEVROLET,D-MAX CRDI,26990.0,IMBABURA,2015,180000,MANUAL,HIDRAULICA,3000,4x4,BLANCO,DIESEL,
CHEVROLET,D-MAX CRDI,27700.0,PICHINCHA,2020,145000,MANUAL,HIDRAULICA,2499,4x4,BLANCO,DIESEL,
CHEVROLET,VITARA 3P,9400.0,PICHINCHA,2004,221000,MANUAL,HIDRAULICA,1600,4x4,VINO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,12900.0,PICHINCHA,2013,133000,MANUAL,ELECTRONICA,2000,4x2,BLANCO,GASOLINA,
CHEVROLET,N300 MAX CARGO,9500.0,PICHINCHA,2013,133148,MANUAL,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,12990.0,MORONA SANTIAGO,2017,70000,ECVT,ASISTIDA,2700,AWD,AZUL,DIESEL,
CHEVROLET,TAHOE HIBRIDO,19900.0,CARCHI,2011,180000,MANUAL,MECANICA,3598,4x2,CELESTE,ELECTRICO,
CHEVROLET,TROOPER 5P,12900.0,PICHINCHA,2003,297000,MANUAL,MECANICA,3200,4x4,PLOMO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,12500.0,PICHINCHA,2017,95000,AUTOMATICA,HIDRAULICA,2400,4x2,PLOMO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,12600.0,PICHINCHA,2017,85698,AUTOMATICA,HIDRAULICA,2400,4x2,NEGRO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,13500.0,PICHINCHA,2016,116102,AUTOMATICA,ELECTRONICA,2400,4x2,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,14800.0,PICHINCHA,2018,143000,MANUAL,HIDRAULICA,1995,4x2,ROJO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,12900.0,COTOPAXI,2015,197270,MANUAL,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,14800.0,PICHINCHA,2015,118000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK GT,9900.0,PICHINCHA,2018,207000,MANUAL,HIDRAULICA,1206,4x2,NEGRO,GASOLINA,
CHEVROLET,GRAND VITARA SZ NEXT,13490.0,PICHINCHA,2018,87000,AUTOMATICA,HIDRAULICA,2400,4x2,BLANCO,GASOLINA,
CHEVROLET,CRUZE,8500.0,PICHINCHA,2011,151000,MANUAL,MECANICA,1600,4x2,AZUL,GASOLINA,
CHEVROLET,CAPTIVA SPORT,12300.0,PICHINCHA,2016,113000,AUTOMATICA,ASISTIDA,2400,4x4,AZUL,GASOLINA,
CHEVROLET,BOLT,32900.0,PICHINCHA,2023,16000,AUTOMATICA,ELECTRONICA,1995,4x2,ROJO,ELECTRICO,
CHEVROLET,TROOPER 3P,10800.0,PICHINCHA,2002,229000,MANUAL,HIDRAULICA,1949,4x4,BLANCO,GASOLINA,
CHEVROLET,CAPTIVA SPORT,10200.0,PICHINCHA,2011,134000,AUTOMATICA,HIDRAULICA,3000,4x2,PLOMO,GASOLINA,
CHEVROLET,TROOPER 5P,11900.0,PICHINCHA,2001,315000,MANUAL,HIDRAULICA,3200,4x2,PLOMO,GASOLINA,
CHEVROLET,VITARA 3P,10400.0,COTOPAXI,2008,270000,MANUAL,HIDRAULICA,1500,4x4,ROJO,GASOLINA,
CHEVROLET,VITARA 3P,11900.0,PICHINCHA,2009,311471,MANUAL,HIDRAULICA,1600,4x4,BLANCO,GASOLINA,
CHEVROLET,VITARA 3P,10900.0,PICHINCHA,2010,341900,MANUAL,HIDRAULICA,1600,4x4,BLANCO,GASOLINA,
CHEVROLET,VITARA 3P,11500.0,PICHINCHA,2011,200000,MANUAL,HIDRAULICA,1600,4x4,PLOMO,GASOLINA,
CHEVROLET,OPTRA,7900.0,PICHINCHA,2007,247000,MANUAL,HIDRAULICA,4300,4x2,CREMA,GASOLINA,
CHEVROLET,OPTRA ADVANCE,9600.0,PICHINCHA,2007,93000,MANUAL,HIDRAULICA,1800,AWD,BLANCO,GASOLINA,
CHEVROLET,RODEO,7800.0,PICHINCHA,2002,195400,MANUAL,HIDRAULICA,3200,4x4,AZUL,GASOLINA,
CHEVROLET,CAVALIER LT,13500.0,PICHINCHA,2020,112000,MANUAL,HIDRAULICA,1500,4x4,PLOMO,GASOLINA,
CHEVROLET,SPARK GT,12800.0,PICHINCHA,2022,41000,MANUAL,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
CHEVROLET,TRAILBLAZER DSL LTZ,35800.0,PICHINCHA,2019,93576,AUTOMATICA,ELECTRONICA,2800,4x4,VINO,DIESEL,
CHEVROLET,TRAILBLAZER DSL LTZ,35000.0,CHIMBORAZO,2019,177000,AUTOMATICA,ASISTIDA,2378,AWD,CELESTE,DIESEL,
CHEVROLET,TRAILBLAZER DSL LTZ,34900.0,BOLIVAR,2019,81000,SPEEDTRONIC,HIDRAULICA,5600,AWD,CELESTE,GASOLINA,
CHEVROLET,TRAILBLAZER DSL LTZ,31900.0,PICHINCHA,2017,77000,AUTOMATICA,HIDRAULICA,2800,4x4,BLANCO,DIESEL,
CHEVROLET,TRAILBLAZER DSL LTZ,31900.0,IMBABURA,2017,114828,AUTOMATICA,HIDRAULICA,2800,4x4,BLANCO,DIESEL,
CHEVROLET,TRAILBLAZER DSL LTZ,29400.0,NAPO,2016,102000,AUTOMATICA,HIDRAULICA,2800,4x4,PLOMO,DIESEL,
CHEVROLET,TRAILBLAZER DSL LTZ,22900.0,TUNGURAHUA,2013,220000,AUTOMATICA,ELECTRONICA,2800,4x4,CAFE,DIESEL,
CHEVROLET,GRAND VITARA 5P 4X2,10900.0,CANAR,2012,151000,DSG,MECANICA,3800,AWD,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA 5P 4X2,11500.0,NAPO,2010,185000,MANUAL,MECANICA,1949,AWD,VERDE,GASOLINA,
CHEVROLET,OPTRA,6900.0,LOS RIOS,2007,172000,DSG,HIDRAULICA,1451,4x4,AMARILLO,DIESEL,
CHEVROLET,SAIL,10800.0,EL ORO,2022,81000,CVT,ELECTRONICA,4400,AWD,VINO,ELECTRICO,
CHEVROLET,SPARK GT,10900.0,AZUAY,2019,73000,MANUAL,ELECTRONICA,1200,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK GT,10500.0,PICHINCHA,2020,89795,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,D-MAX DOHC 2.4,18990.0,PICHINCHA,2016,207358,MANUAL,HIDRAULICA,2400,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK GT,11990.0,PICHINCHA,2020,50689,MANUAL,ASISTIDA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK GT,11400.0,PICHINCHA,2020,62500,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK GT,11600.0,PICHINCHA,2020,84000,MANUAL,HIDRAULICA,1200,4x2,VINO,GASOLINA,
CHEVROLET,SPARK GT LS,10800.0,IMBABURA,2020,92000,9G-TRONIC,ASISTIDA,3000,4x2,CELESTE,DIESEL,
CHEVROLET,SPARK GT LS,10800.0,AZUAY,2020,92000,SPEEDTRONIC,MECANICA,2500,4x4,PLOMO,GASOLINA,
CHEVROLET,OPTRA,6900.0,PICHINCHA,2007,303000,MANUAL,MECANICA,1800,4x2,ROJO,GASOLINA,
CHEVROLET,OPTRA LIMITED,7490.0,NAPO,2009,120000,MANUAL,HIDRAULICA,1800,4x2,BLANCO,GASOLINA,
CHEVROLET,SPARK GT,10500.0,PICHINCHA,2021,60000,MANUAL,ELECTRONICA,3604,4x2,AZUL,GASOLINA,
CHEVROLET,SPARK GT,10500.0,TUNGURAHUA,2021,78000,MANUAL,HIDRAULICA,1200,4x2,NEGRO,GASOLINA,
CHEVROLET,TRACKER LS,11900.0,PICHINCHA,2016,114000,MANUAL,HIDRAULICA,1800,4x2,BLANCO,GASOLINA,
CHEVROLET,GRAND VITARA SZ,11400.0,PICHINCHA,2012,147700,MANUAL,HIDRAULICA,2000,4x2,AMARILLO,GASOLINA,
CHEVROLET,EQUINOX,16900.0,PICHINCHA,2018,106647,AUTOMATICA,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHEVROLET,EQUINOX,18600.0,PICHINCHA,2018,50000,AUTOMATICA,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
CHEVROLET,EQUINOX,18600.0,PICHINCHA,2018,50000,AUTOMATICA,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
CHEVROLET,EQUINOX,18600.0,PICHINCHA,2018,45000,AUTOMATICA,HIDRAULICA,1984,4x4,AZUL,GASOLINA,
CHEVROLET,EQUINOX,19500.0,PICHINCHA,2018,69111,AUTOMATICA,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA SZ,11200.0,PICHINCHA,2012,162000,AUTOMATICA,HIDRAULICA,2000,4x2,AMARILLO,GASOLINA,
CHEVROLET,GRAND VITARA SZ,11990.0,PICHINCHA,2015,114300,MANUAL,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,
CHEVROLET,GRAND VITARA SZ,11600.0,PICHINCHA,2015,199000,AUTOMATICA,HIDRAULICA,2400,4x2,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA SZ NEXT,12400.0,PICHINCHA,2015,90000,AUTOMATICA,HIDRAULICA,2400,4x2,CREMA,GASOLINA,
CHEVROLET,GRAND VITARA SZ,10900.0,PICHINCHA,2013,143000,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK GT LS,10600.0,PICHINCHA,2022,61722,MANUAL,HIDRAULICA,1200,4x2,VINO,GASOLINA,
CHEVROLET,SPARK GT LS,11900.0,PICHINCHA,2022,40104,MANUAL,HIDRAULICA,1200,4x2,ROJO,GASOLINA,
CHEVROLET,SPARK GT LS,10600.0,PICHINCHA,2022,60467,MANUAL,HIDRAULICA,1200,4x2,NEGRO,GASOLINA,
CHEVROLET,SPARK GT,11900.0,PICHINCHA,2022,40104,MANUAL,HIDRAULICA,1200,4x2,ROJO,GASOLINA,
CHEVROLET,CRUZE,10890.0,PICHINCHA,2014,159000,AUTOMATICA,ASISTIDA,1800,4x2,PLOMO,GASOLINA,
CHEVROLET,CRUZE,11800.0,PICHINCHA,2014,130000,AUTOMATICA,HIDRAULICA,1800,AWD,PLOMO,GASOLINA,
CHEVROLET,CRUZE,12400.0,PICHINCHA,2014,96000,AUTOMATICA,HIDRAULICA,1800,4x2,AZUL,GASOLINA,
CHEVROLET,OPTRA ADVANCE,11900.0,PICHINCHA,2009,155000,MANUAL,MECANICA,1800,4x2,AZUL,GASOLINA,
CHEVROLET,OPTRA ADVANCE,10900.0,PICHINCHA,2009,154500,MANUAL,HIDRAULICA,3100,4x4,PLOMO,GASOLINA,
CHEVROLET,BEAT PREMIER,11100.0,PICHINCHA,2019,70000,MANUAL,ELECTRONICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,BEAT PREMIER,11900.0,PICHINCHA,2020,131750,MANUAL,HIDRAULICA,1206,4x2,PLOMO,GASOLINA,
CHEVROLET,CRUZE,11900.0,PICHINCHA,2015,116000,AUTOMATICA,MECANICA,1800,4x2,AZUL,GASOLINA,
CHEVROLET,CRUZE,10900.0,TUNGURAHUA,2016,100000,AUTOMATICA,HIDRAULICA,1800,4x2,NEGRO,GASOLINA,
CHEVROLET,CRUZE,10900.0,LOS RIOS,2016,65000,STEPTRONIC,MECANICA,2488,4x2,AZUL,GASOLINA,
CHEVROLET,SPARK GT,10900.0,PICHINCHA,2022,111999,MANUAL,ELECTRONICA,1200,4x2,PLOMO,GASOLINA,
CHEVROLET,SPARK GT,10000.0,PICHINCHA,2019,72000,MANUAL,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
